120	26.13	83.0	7.7375	5
150	26.73	73	7.68	5
180	22.99	83.2	8.58	5
30	28.46	84.5	13.3	3
60	28.375	80	9.465	3
90	27.07	79.4	7.89	3
120	26.13	83.0	8.0	3
150	26.73	73	7.57	3
180	22.99	83.2	7.04	3
30	28.46	84.5	9.0	1
60	28.375	80	6.95	1
90	27.07	79.4	6.35	1
120	26.13	83.0	5.59	1
150	26.73	73	5.62	1
180	22.99	83.2	5.62	1
30	28.46	84.5	7.85	2
60	28.375	80	6.93	2
90	27.07	79.4	6.28	2
120	26.13	83.0	5.84	2
150	26.73	73	5.31	2
180	22.99	83.2	6.11	2
30	28.46	84.5	7.4	6
60	28.375	80	5.91	6
90	27.07	79.4	5.3	6
120	26.13	83.0	5.06	6
150	26.73	73	5.17	6
180	22.99	83.2	6.08	6
30	28.46	84.5	9.82	6
60	28.375	80	7.56	6
90	27.07	79.4	6.81	6
120	26.13	83.0	6.21	6
150	26.73	73	5.69	6
180	22.99	83.2	6.36	6
30	28.46	84.5	4.31	2
60	28.375	80	4.09	2
90	27.07	79.4	5.24	2
120	26.13	83.0	5.4	2
150	26.73	73	5.54	2
180	22.99	83.2	6.53	2
30	28.46	84.5	8.38	1
60	28.375	80	6.8	1
90	27.07	79.4	6.77	1
120	26.13	83.0	7.275	1
150	26.73	73	7.154	1
180	22.99	83.2	7.94	1
